"SampleID","Upper rhombic lip","Splatter","Lower rhombic lip","Mammillary body","Thalamic excitatory","Amygdala excitatory","Medium spiny neuron","Eccentric medium spiny neuron","Miscellaneous","Cerebellar inhibitory","Midbrain-derived inhibitory","CGE interneuron","LAMP5-LHX6 and Chandelier","MGE interneuron","Deep-layer near-projecting","Deep-layer corticothalamic and 6b","Hippocampal CA1-3","Upper-layer intratelencephalic","Deep-layer intratelencephalic","Hippocampal dentate gyrus","Hippocampal CA4","oligodendrocyte","astrocyte","Bergmann glial cell","oligodendrocyte precursor cell","ependymal cell","choroid plexus epithelial cell","fibroblast","pericyte","vascular associated smooth muscle cell","endothelial cell","central nervous system macrophage"
"GTEX-14DAQ-0011-R11a-SM-664NO",0,0,0,0,0.0334243763175224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.966575623682478,0,0,0,0,0,0
"GTEX-14DAQ-0011-R3b-SM-5YYAJ",0,0,0,0,0.0263889392214845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.973611060778516,0,0,0,0,0,0
"GTEX-14DAQ-0011-R4a-SM-5YYAI",0,0,0,0,0.0150939968985715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.984906003101428,0,0,0,0,0,0
"GTEX-14DAQ-0011-R5b-SM-5YYAK",0,0,0,0,0.016300797076863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983699202923137,0,0,0,0,0,0
"GTEX-14DAQ-0126-SM-5S2MQ",0,0,0,0,0.0377576472090014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.962242352790999,0,0,0,0,0,0
"GTEX-14DAQ-0226-SM-664MQ",0,0,0,0,0.0228202408973854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.977179759102615,0,0,0,0,0,0
"GTEX-14DAQ-0326-SM-664MR",0,0,0,0,0.0375000703299076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.962499929670092,0,0,0,0,0,0
"GTEX-14DAQ-0426-SM-664MS",0,0,0,0,0.014227238085241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.985772761914759,0,0,0,0,0,0
"GTEX-14DAQ-0526-SM-793AY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26578456031581,0,0,0,0.73421543968419,0,0
"GTEX-14DAQ-0626-SM-793DS",0,0,0,0,0.0359841285181698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96401587148183,0,0,0,0,0,0
"GTEX-14DAQ-0826-SM-73KWT",0,0,0,0,0.0247498541484381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.975250145851562,0,0,0,0,0,0
"GTEX-14DAQ-0926-SM-793AZ",0,0,0,0,0.0217565237506786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.978243476249321,0,0,0,0,0,0
"GTEX-14DAQ-1026-SM-793B1",0,0,0,0,0.0362182593356725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.963781740664327,0,0,0,0,0,0
"GTEX-14DAQ-1126-SM-664MT",0,0,0,0,0.0302089865964735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.969791013403526,0,0,0,0,0,0
"GTEX-14DAQ-1326-SM-5RQIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.426160743895148,0,0,0,0.573839256104852,0,0
"GTEX-14DAQ-1426-SM-5RQJD",0,0,0,0,0.00712041447246166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.992879585527538,0,0,0,0,0,0
"GTEX-14DAQ-1526-SM-5ZZW8",0,0,0,0,0.0159808241739601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98401917582604,0,0,0,0,0,0
"GTEX-14DAQ-1626-SM-5S2R1",0,0,0,0,0.0108657030253969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.989134296974603,0,0,0,0,0,0
"GTEX-14DAQ-1726-SM-5S2R2",0,0,0,0,0.0221317514918313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.977868248508169,0,0,0,0,0,0
"GTEX-14DAQ-1826-SM-5S2VV",0,0,0,0,0.0233695463206181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.976630453679382,0,0,0,0,0,0
"GTEX-14DAQ-2226-SM-5YYAD",0,0,0,0,0.00645300469173738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.953558788034295,0,0,0,0.0399882072739673,0,0
"GTEX-14DAQ-2326-SM-5S2QX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.813459722644225,0,0,0,0.186540277355775,0,0
"GTEX-14DAQ-2526-SM-5RQIO",0,0,0,0,0.0155057412275933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.984494258772407,0,0,0,0,0,0
"GTEX-14DAQ-2726-SM-5S2QY",0,0,0,0,0.00874492121097274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.991255078789027,0,0,0,0,0,0
"GTEX-14DAQ-2826-SM-664MU",0,0,0,0,0.0201809211244689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.979819078875531,0,0,0,0,0,0
"GTEX-14DAQ-2926-SM-664MV",0,0,0,0,0.00747032659937717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.992529673400623,0,0,0,0,0,0
"GTEX-14DAQ-3026-SM-5S2QZ",0,0,0,0,0.0283892948402531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.971610705159747,0,0,0,0,0,0
"GTEX-14DAQ-3126-SM-62LDS",0,0,0,0,0.0251712086526982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.974828791347302,0,0,0,0,0,0
"GTEX-14DAQ-3226-SM-664OI",0,0,0,0,0.0285809117536313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.971419088246369,0,0,0,0,0,0
"GTEX-14DAR-0006-SM-5N9GC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428356376307825,0.571643623692175
"GTEX-14DAR-0226-SM-5S2PR",0,0,0,0,0.0254523084013827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.974547691598617,0,0,0,0,0,0
"GTEX-14DAR-0326-SM-5S2PS",0,0,0,0,0.0358932230712798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96410677692872,0,0,0,0,0,0
"GTEX-14DAR-0426-SM-664MW",0,0,0,0,0.0145134378444165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.985486562155584,0,0,0,0,0,0
"GTEX-14DAR-0526-SM-664MX",0,0,0,0,0.0302187537224036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.969781246277596,0,0,0,0,0,0
"GTEX-14DAR-0626-SM-664MY",0,0,0,0,0.028061928842262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.971938071157738,0,0,0,0,0,0
"GTEX-14DAR-0726-SM-5RQIA",0,0,0,0,0.0289769710137304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97102302898627,0,0,0,0,0,0
"GTEX-14DAR-0826-SM-73KYJ",0,0,0,0,0.0443534352924414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.955646564707559,0,0,0,0,0,0
"GTEX-14DAR-0926-SM-73KUQ",0,0,0,0,0.0284577975015682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.971542202498432,0,0,0,0,0,0
"GTEX-14DAR-1026-SM-73KV3",0,0,0,0,0.023633262940875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.976366737059125,0,0,0,0,0,0
"GTEX-14DAR-1126-SM-793AT",0,0,0,0,0.0258414000503584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.974158599949642,0,0,0,0,0,0
"GTEX-14DAR-1226-SM-73KYV",0,0,0,0,0.0453031831999309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.954696816800069,0,0,0,0,0,0
"GTEX-14DAR-1326-SM-7DUEG",0,0,0,0,0.014176175014305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.985823824985695,0,0,0,0,0,0
"GTEX-14DAR-1426-SM-5RQIR",0,0,0,0,0.0536729357549789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.946327064245021,0,0,0,0,0,0
"GTEX-14DAR-1526-SM-5RQIX",0,0,0,0,0.0558024072118115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.944197592788188,0,0,0,0,0,0
"GTEX-14DAR-1726-SM-664MZ",0,0,0,0,0.0477483617742409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.952251638225759,0,0,0,0,0,0
"GTEX-14DAR-1826-SM-664N1",0,0,0,0,0.0444279579042593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.955572042095741,0,0,0,0,0,0
"GTEX-14DAR-1926-SM-5S2NQ",0,0,0,0,0.0184538078591538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.981546192140846,0,0,0,0,0,0
"GTEX-14DAR-2026-SM-5S2O3",0,0,0,0,0.0427537918234688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.957246208176531,0,0,0,0,0,0
"GTEX-14DAR-2126-SM-5RQID",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0880918081127098,0,0,0,0.91190819188729,0,0
"GTEX-14DAR-2226-SM-5S2VT",0,0,0,0,0.0146822794286243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.985317720571376,0,0,0,0,0,0
"GTEX-14E1K-0006-SM-5N9DY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267826708363109,0,0,0,0.25208425764281,0,0.480089033994081
"GTEX-14E1K-0126-SM-664NL",0,0,0,0,0.0349631601908962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.965036839809104,0,0,0,0,0,0
"GTEX-14E1K-0226-SM-62LDT",0,0,0,0,0.0318858511448385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.968114148855162,0,0,0,0,0,0
"GTEX-14E1K-0326-SM-5S2PE",0,0,0,0,0.0370873190553808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.962912680944619,0,0,0,0,0,0
"GTEX-14E1K-0426-SM-5S2PF",0,0,0,0,0.0328782138372852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.967121786162715,0,0,0,0,0,0
"GTEX-14E1K-0626-SM-5S2PG",0,0,0,0,0.027814364523693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.972185635476307,0,0,0,0,0,0
"GTEX-14E1K-0726-SM-62LDU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.761519792214117,0,0,0,0.238480207785883,0,0
"GTEX-14E1K-0826-SM-5ZZW9",0,0,0,0,0.0467326384859358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.953267361514064,0,0,0,0,0,0
"GTEX-14E1K-0926-SM-5S2U4",0,0,0,0,0.0242720785274179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.975727921472582,0,0,0,0,0,0
"GTEX-14E1K-1026-SM-73KUR",0,0,0,0,0.0492632360528665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.950736763947133,0,0,0,0,0,0
"GTEX-14E1K-1126-SM-73KV4",0,0,0,0,0.0225538180057287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.977446181994271,0,0,0,0,0,0
"GTEX-14E1K-1226-SM-5S2PD",0,0,0,0,0.044467151252238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.955532848747762,0,0,0,0,0,0
"GTEX-14E1K-1426-SM-5YY8V",0,0,0,0,0.0247627854654725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.975237214534527,0,0,0,0,0,0
"GTEX-14E1K-1526-SM-664MN",0,0,0,0,0.0242004947223025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.975799505277698,0,0,0,0,0,0
"GTEX-14E1K-1626-SM-664MO",0,0,0,0,0.0270471039372899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97295289606271,0,0,0,0,0,0
"GTEX-14E1K-1826-SM-793DT",0,0,0,0,0.0261664503815977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.973833549618402,0,0,0,0,0,0
"GTEX-14E1K-1926-SM-73KWS",0,0,0,0,0.00989134293261434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.990108657067386,0,0,0,0,0,0
"GTEX-14E1K-2026-SM-7DUEI",0,0,0,0,0.0590715397042468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.940928460295753,0,0,0,0,0,0
"GTEX-14E1K-2126-SM-793DU",0,0,0,0,0.0211665462509955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.978833453749004,0,0,0,0,0,0
"GTEX-14E1K-2326-SM-664MP",0,0,0,0,0.0450992237705831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.954900776229417,0,0,0,0,0,0
"GTEX-14E1K-2526-SM-5ZZWA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"GTEX-14E1K-2626-SM-664OJ",0,0,0,0,0.0479303647619237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.952069635238076,0,0,0,0,0,0
"GTEX-14E6C-0005-SM-5O98N",0,0,0,0,0.0334467568697729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81113363306364,0,0,0,0,0,0.155419610066587
"GTEX-14E6C-0011-R9a-SM-6EU33",0,0,0,0,0.0301173686764265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.969882631323574,0,0,0,0,0,0
"GTEX-14E6C-0126-SM-5RQIP",0,0,0,0,0.0154390532497447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.984560946750255,0,0,0,0,0,0
"GTEX-14E6C-0226-SM-5S2N3",0,0,0,0,0.0154756809686961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.984524319031304,0,0,0,0,0,0
"GTEX-14E6C-0326-SM-5Q5EE",0,0,0,0,0.0574538366817633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.942546163318237,0,0,0,0,0,0
"GTEX-14E6C-0426-SM-5YYA8",0,0,0,0,0.0630393964103057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.936960603589694,0,0,0,0,0,0
"GTEX-14E6C-0626-SM-664NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121016756577986,0,0,0,0.878983243422014,0,0
"GTEX-14E6C-0726-SM-664NB",0,0,0,0,0.0389551414268221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.961044858573178,0,0,0,0,0,0
"GTEX-14E6C-0926-SM-5S2V9",0,0,0,0,0.0369027683508887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.963097231649111,0,0,0,0,0,0
"GTEX-14E6C-1026-SM-5SI6P",0,0,0,0,0.0241205270639538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.975879472936046,0,0,0,0,0,0
"GTEX-14E6C-1126-SM-62LDM",0,0,0,0,0.0243377617172907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.947762944349305,0,0,0,0.027899293933404,0,0
"GTEX-14E6C-1226-SM-5ZZUN",0,0,0,0,0.0167707582973436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983229241702656,0,0,0,0,0,0
"GTEX-14E6C-1326-SM-62LEQ",0,0,0,0,0.0538148737715819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.946185126228418,0,0,0,0,0,0
"GTEX-14E6C-1426-SM-5ZZWH",0,0,0,0,0.0117621234738789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.988237876526121,0,0,0,0,0,0
"GTEX-14E6C-1526-SM-664ND",0,0,0,0,0.0668339054870134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.933166094512987,0,0,0,0,0,0
"GTEX-14E6C-2226-SM-5QGQG",0,0,0,0,0.0346083597190089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.965391640280991,0,0,0,0,0,0
"GTEX-14E6C-2426-SM-5S2NF",0,0,0,0,0.043956237846205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.956043762153795,0,0,0,0,0,0
"GTEX-14E6C-2626-SM-5RQJP",0,0,0,0,0.0680081219585619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.931991878041438,0,0,0,0,0,0
"GTEX-14E6C-2826-SM-664NC",0,0,0,0,0.0401481704818321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.959851829518168,0,0,0,0,0,0
"GTEX-14E6D-0005-SM-5N9D7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3490461452632,0,0,0,0.224064620300792,0,0.426889234436008
"GTEX-14E6D-0011-R10a-SM-5YY9C",0,0,0,0,0.0435535773301454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.956446422669855,0,0,0,0,0,0
"GTEX-14E6D-0011-R11b-SM-664NP",0,0,0,0,0.0388717894740497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96112821052595,0,0,0,0,0,0
"GTEX-14E6D-0011-R1b-SM-5YYAW",0,0,0,0,0.0399086533655173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.960091346634483,0,0,0,0,0,0
"GTEX-14E6D-0011-R5b-SM-69LQR",0,0,0,0,0.0246950290883895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.975304970911611,0,0,0,0,0,0
"GTEX-14E6D-0126-SM-62LDV",0,0,0,0,0.0537402652597582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.946259734740242,0,0,0,0,0,0
"GTEX-14E6D-0226-SM-62LDW",0,0,0,0,0.0465121722830098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95348782771699,0,0,0,0,0,0
"GTEX-14E6D-0326-SM-62LDX",0,0,0,0,0.0589633161654699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94103668383453,0,0,0,0,0,0
"GTEX-14E6D-0926-SM-5S2QV",0,0,0,0,0.0295004544820807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.970499545517919,0,0,0,0,0,0
"GTEX-14E6D-1026-SM-5S2RS",0,0,0,0,0.00974130868050177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.990258691319498,0,0,0,0,0,0
"GTEX-14E6D-1326-SM-62LES",0,0,0,0,0.0208926922884859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.979107307711514,0,0,0,0,0,0
"GTEX-14E6D-2526-SM-5YYA9",0,0,0,0,0.03493006326989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96506993673011,0,0,0,0,0,0
"GTEX-14E6D-2926-SM-664OP",0,0,0,0,0.036410983087389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.963589016912611,0,0,0,0,0,0
"GTEX-14E6E-0006-SM-5MR5N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0453439334038503,0,0,0,0.00170947642620429,0.150121028550866,0.802825561619079
"GTEX-14E6E-0126-SM-73KXH",0,0,0,0,0.0403789237151917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.959621076284808,0,0,0,0,0,0
"GTEX-14E6E-0226-SM-7DUEF",0,0,0,0,0.0311135406891096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96888645931089,0,0,0,0,0,0
"GTEX-14E6E-0326-SM-73KY6",0,0,0,0,0.0434207571911377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.956579242808862,0,0,0,0,0,0
"GTEX-14E6E-0426-SM-73KUE",0,0,0,0,0.0310381656114315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.968961834388569,0,0,0,0,0,0
"GTEX-14E6E-0526-SM-793DN",0,0,0,0,0.0380290672932954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.961970932706705,0,0,0,0,0,0
"GTEX-14E6E-0626-SM-73KX6",0,0,0,0,0.0241839607672981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.975816039232702,0,0,0,0,0,0
"GTEX-14E6E-0726-SM-5S2R3",0,0,0,0,0.0394415945438693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.960558405456131,0,0,0,0,0,0
"GTEX-14E6E-0826-SM-664N7",0,0,0,0,0.0192226072283268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.980777392771673,0,0,0,0,0,0
"GTEX-14E6E-0926-SM-664N8",0,0,0,0,0.0418744518056852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.958125548194315,0,0,0,0,0,0
"GTEX-14E6E-1026-SM-664N9",0,0,0,0,0.0262562786178237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.973743721382176,0,0,0,0,0,0
"GTEX-14E6E-1126-SM-5S2R4",0,0,0,0,0.0211502604329054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.978849739567095,0,0,0,0,0,0
"GTEX-14E6E-1226-SM-5S2R5",0,0,0,0,0.0386681426077124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.961331857392288,0,0,0,0,0,0
"GTEX-14E6E-1326-SM-5S2NR",0,0,0,0,0.0343598388824685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.965640161117531,0,0,0,0,0,0
"GTEX-14E6E-1426-SM-5RQI2",0,0,0,0,0.0239516290483909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.976048370951609,0,0,0,0,0,0
"GTEX-14E6E-1526-SM-5RQIG",0,0,0,0,0.0670501524595198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93294984754048,0,0,0,0,0,0
"GTEX-14E6E-1626-SM-5RQI7",0,0,0,0,0.0505024092854277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.949497590714572,0,0,0,0,0,0
"GTEX-14E6E-1726-SM-5S2R6",0,0,0,0,0.0254311470329416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.974568852967058,0,0,0,0,0,0
"GTEX-14E6E-1826-SM-5S2R7",0,0,0,0,0.0415385253096376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.958461474690362,0,0,0,0,0,0
"GTEX-14E6E-1926-SM-664N4",0,0,0,0,0.0256830802949413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.974316919705059,0,0,0,0,0,0
"GTEX-14E6E-2026-SM-664N5",0,0,0,0,0.0529184755393237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.947081524460676,0,0,0,0,0,0
"GTEX-14E6E-2126-SM-664N6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179303516887621,0,0,0,0.820696483112379,0,0
"GTEX-14E6E-2226-SM-5SI6F",0,0,0,0,0.00927243327111693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.990727566728883,0,0,0,0,0,0
"GTEX-14E7W-0006-SM-5N9GG",0,0,0,0,0.0289320657273685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.971067934272631,0,0,0,0,0,0
"GTEX-14E7W-0011-R10a-SM-5YYAX",0,0,0,0,0.0354558394075681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.964544160592432,0,0,0,0,0,0
"GTEX-14E7W-0011-R11a-SM-5ZZVA",0,0,0,0,0.024009668278121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.975990331721879,0,0,0,0,0,0
"GTEX-14E7W-0011-R1b-SM-5YYAT",0,0,0,0,0.0163016873713576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983698312628642,0,0,0,0,0,0
"GTEX-14E7W-0011-R3b-SM-5YYB5",0,0,0,0,0.0168437245437159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983156275456284,0,0,0,0,0,0
"GTEX-14E7W-0011-R4b-SM-62LEA",0,0,0,0,0.0186014350023364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.981398564997664,0,0,0,0,0,0
"GTEX-14E7W-0011-R6b-SM-5ZZV3",0,0,0,0,0.0198396411847634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.980160358815237,0,0,0,0,0,0
"GTEX-14E7W-0011-R7b-SM-5ZZV4",0,0,0,0,0.020282218829687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.979717781170313,0,0,0,0,0,0
"GTEX-14E7W-0011-R9a-SM-62LE6",0,0,0,0,0.00421047694275286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.995789523057247,0,0,0,0,0,0
